Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2015-01-02 00:00:00-05:00,171.88489740445155,172.30132557902704,170.05260326961601,171.0936737060547,121465900,0.0,0.0,0.0
2015-01-05 00:00:00-05:00,170.0443105866693,170.21087934548927,167.69566185802958,168.00381469726562,169632600,0.0,0.0,0.0
2015-01-06 00:00:00-05:00,168.31196176451428,168.83666540976597,165.6218389120989,166.42138671875,209151400,0.0,0.0,0.0
2015-01-07 00:00:00-05:00,167.75395171797908,168.83666769037663,167.30421480767498,168.4951934814453,125346700,0.0,0.0,0.0
2015-01-08 00:00:00-05:00,169.9110397575839,171.70168874977625,169.89439177862124,171.48513793945312,147217800,0.0,0.0,0.0
2015-01-09 00:00:00-05:00,171.90161395447518,171.9182746464505,169.49465865360838,170.11097717285156,158567300,0.0,0.0,0.0
2015-01-12 00:00:00-05:00,170.24414010955556,170.4023848220276,168.17032358170837,168.77830505371094,144396100,0.0,0.0,0.0
2015-01-13 00:00:00-05:00,170.0026716398805,171.1353570343657,166.99605904404427,168.30364990234375,214553300,0.0,0.0,0.0
2015-01-14 00:00:00-05:00,166.27978995463153,167.48744200866474,165.380316146066,167.2875518798828,192991100,0.0,0.0,0.0
2015-01-15 00:00:00-05:00,167.92889868390037,168.2453755847994,165.6385427835019,165.75514221191406,176613900,0.0,0.0,0.0
2015-01-16 00:00:00-05:00,165.5468783369909,168.0870930237335,165.36364890329924,167.92884826660156,211879600,0.0,0.0,0.0
2015-01-20 00:00:00-05:00,168.57012490407317,168.83664504360124,166.71285874961336,168.28695678710938,130991100,0.0,0.0,0.0
2015-01-21 00:00:00-05:00,167.82057514844598,169.61954813553254,167.35417756847113,169.13648986816406,122942700,0.0,0.0,0.0
2015-01-22 00:00:00-05:00,169.89439053500664,171.78496551227857,168.5118457883749,171.65171813964844,174356000,0.0,0.0,0.0
2015-01-23 00:00:00-05:00,171.39352222439166,171.65171839738085,170.57732646664056,170.71058654785156,117516800,0.0,0.0,0.0
2015-01-26 00:00:00-05:00,170.494076343304,171.20199681235306,169.77781917507716,171.11038208007812,92009700,0.0,0.0,0.0
2015-01-27 00:00:00-05:00,169.04484012917385,170.002619767601,168.0204304633567,168.85328674316406,134044600,0.0,0.0,0.0
2015-01-28 00:00:00-05:00,170.04430735301884,170.144246064734,166.4963432949344,166.68789672851562,168514300,0.0,0.0,0.0
2015-01-29 00:00:00-05:00,166.88779917965473,168.48688222704584,165.471932881139,168.22869873046875,173585400,0.0,0.0,0.0
2015-01-30 00:00:00-05:00,167.0459974129548,168.3785598936297,165.8466822844822,166.11318969726562,197729700,0.0,0.0,0.0
2015-02-02 00:00:00-05:00,166.61294208106668,168.26199436020048,164.7889843486941,168.17037963867188,163107000,0.0,0.0,0.0
2015-02-03 00:00:00-05:00,169.0698573805268,170.6106468784307,168.6950745240688,170.60231018066406,124212900,0.0,0.0,0.0
2015-02-04 00:00:00-05:00,169.8361135989173,171.0520898069305,169.49463934843067,169.9527130126953,134306700,0.0,0.0,0.0
2015-02-05 00:00:00-05:00,170.61897093832337,171.81828624618925,170.54401690867692,171.66836547851562,97953200,0.0,0.0,0.0
2015-02-06 00:00:00-05:00,172.03481441467594,172.60116336997706,170.6689304392062,171.19363403320312,125672000,0.0,0.0,0.0
2015-02-09 00:00:00-05:00,170.5439980621101,171.2685790187147,170.0192944958078,170.42739868164062,87219000,0.0,0.0,0.0
2015-02-10 00:00:00-05:00,171.46846120616547,172.501194897424,170.46902346724863,172.24301147460938,96164200,0.0,0.0,0.0
2015-02-11 00:00:00-05:00,172.07646435739935,172.7760606957682,171.42683737057396,172.3429718017578,91087800,0.0,0.0,0.0
2015-02-12 00:00:00-05:00,173.14250990941105,174.05865699795564,172.3762835755281,174.00035095214844,97545900,0.0,0.0,0.0
2015-02-13 00:00:00-05:00,174.12529284495133,174.76658311996,173.86709668710282,174.71661376953125,93670400,0.0,0.0,0.0
2015-02-17 00:00:00-05:00,174.40019749085025,175.16643688038158,174.15035063381328,174.9915313720703,76968200,0.0,0.0,0.0
2015-02-18 00:00:00-05:00,174.61665893030502,175.0830564357079,174.35013880814398,175.0081024169922,80652900,0.0,0.0,0.0
2015-02-19 00:00:00-05:00,174.40850283589623,175.24968342292283,174.26691873956796,174.8832244873047,91462500,0.0,0.0,0.0
2015-02-20 00:00:00-05:00,174.46678156787357,176.00757122485396,173.84213917315967,175.9326171875,140896400,0.0,0.0,0.0
2015-02-23 00:00:00-05:00,175.68271800378943,175.9075927734375,175.29959849655123,175.9075927734375,74411100,0.0,0.0,0.0
